date,state_normalized,district_cleaned,demo_age_5_17,demo_age_17_
01-03-2025,NAGALAND,Niuland,27,127
01-03-2025,NAGALAND,Peren,61,445
01-03-2025,NAGALAND,Phek,15,307
01-03-2025,NAGALAND,Tuensang,110,1198
01-03-2025,NAGALAND,Wokha,70,1022
01-03-2025,NAGALAND,Zunheboto,53,498
01-03-2025,ODISHA,Angul,1105,8037
01-03-2025,ODISHA,Balangir,1097,11075
01-03-2025,ODISHA,Baleshwar,73,568
01-03-2025,ODISHA,Baleswar,2522,14722
01-03-2025,ODISHA,Bargarh,814,7814
01-03-2025,ODISHA,Bhadrak,2025,12398
01-03-2025,ODISHA,Boudh,172,1820
01-03-2025,ODISHA,Cuttack,1830,17706
01-03-2025,ODISHA,Debagarh,247,2013
01-03-2025,ODISHA,Dhenkanal,1232,7709
01-03-2025,ODISHA,Gajapati,960,7416
01-03-2025,ODISHA,Ganjam,3639,31723
01-03-2025,ODISHA,JAJPUR,1028,6712
01-03-2025,ODISHA,Jagatsinghapur,705,5912
01-03-2025,ODISHA,Jajapur,923,6703
01-03-2025,ODISHA,Jharsuguda,543,5926
01-03-2025,ODISHA,Kalahandi,1217,13544
01-03-2025,ODISHA,Kandhamal,1029,8549
01-03-2025,ODISHA,Kendrapara,1629,13310
01-03-2025,ODISHA,Kendujhar,2478,18143
01-03-2025,ODISHA,Khorda,1818,12364
01-03-2025,ODISHA,Koraput,965,11547
01-03-2025,ODISHA,Malkangiri,721,5296
01-03-2025,ODISHA,Mayurbhanj,2569,20726
01-03-2025,ODISHA,Nabarangapur,882,14474
01-03-2025,ODISHA,Nayagarh,1106,7983
01-03-2025,ODISHA,Nuapada,433,4707
01-03-2025,ODISHA,Puri,787,7675
01-03-2025,ODISHA,Rayagada,1042,9181
01-03-2025,ODISHA,Sambalpur,1093,8218
01-03-2025,ODISHA,Sonapur,477,4437
01-03-2025,ODISHA,Subarnapur,106,1366
01-03-2025,ODISHA,Sundargarh,45,304
01-03-2025,ODISHA,Sundergarh,2164,16702
01-03-2025,PUDUCHERRY,Karaikal,147,1109
01-03-2025,PUDUCHERRY,Puducherry,332,2768
01-03-2025,PUNJAB,Amritsar,868,13927
01-03-2025,PUNJAB,Barnala,206,4091
01-03-2025,PUNJAB,Bathinda,219,5745
01-03-2025,PUNJAB,Faridkot,132,2753
01-03-2025,PUNJAB,Fatehgarh Sahib,261,4464
01-03-2025,PUNJAB,Fazilka,366,6544
01-03-2025,PUNJAB,Ferozepur,489,7846
01-03-2025,PUNJAB,Firozpur,14,325
01-03-2025,PUNJAB,Gurdaspur,678,13549
01-03-2025,PUNJAB,Hoshiarpur,614,8400
01-03-2025,PUNJAB,Jalandhar,815,12161
01-03-2025,PUNJAB,Kapurthala,62,1038
01-03-2025,PUNJAB,Ludhiana,1538,21750
01-03-2025,PUNJAB,Malerkotla,259,3960
01-03-2025,PUNJAB,Mansa,291,6316
01-03-2025,PUNJAB,Moga,196,3904
01-03-2025,PUNJAB,Pathankot,169,1831
01-03-2025,PUNJAB,Patiala,838,14443
01-03-2025,PUNJAB,Rupnagar,242,2572
01-03-2025,PUNJAB,SAS Nagar (Mohali),743,9491
01-03-2025,PUNJAB,Sangrur,383,7918
01-03-2025,PUNJAB,Shaheed Bhagat Singh Nagar,88,838
01-03-2025,PUNJAB,Sri Muktsar Sahib,537,7320
01-03-2025,PUNJAB,Tarn Taran,139,4039
01-03-2025,RAJASTHAN,Ajmer,2964,40194
01-03-2025,RAJASTHAN,Alwar,4299,55898
01-03-2025,RAJASTHAN,Banswara,1056,52902
01-03-2025,RAJASTHAN,Baran,2233,39435
01-03-2025,RAJASTHAN,Barmer,3007,56849
01-03-2025,RAJASTHAN,Bharatpur,2132,41005
01-03-2025,RAJASTHAN,Bhilwara,1549,43583
01-03-2025,RAJASTHAN,Bikaner,2307,22668
01-03-2025,RAJASTHAN,Bundi,1237,21657
01-03-2025,RAJASTHAN,Chittorgarh,1524,28575
01-03-2025,RAJASTHAN,Churu,1756,25226
01-03-2025,RAJASTHAN,Dausa,1503,19405
01-03-2025,RAJASTHAN,Dholpur,2248,33851
01-03-2025,RAJASTHAN,Dungarpur,940,60463
01-03-2025,RAJASTHAN,Ganganagar,1660,27882
01-03-2025,RAJASTHAN,Hanumangarh,1862,29012
01-03-2025,RAJASTHAN,Jaipur,5725,52905
01-03-2025,RAJASTHAN,Jaisalmer,365,4680
01-03-2025,RAJASTHAN,Jalor,1707,38034
01-03-2025,RAJASTHAN,Jhalawar,1904,45544
01-03-2025,RAJASTHAN,Jhunjhunun,1168,15045
01-03-2025,RAJASTHAN,Jodhpur,3137,56653
01-03-2025,RAJASTHAN,Karauli,2295,23136
01-03-2025,RAJASTHAN,Kota,2431,32899
01-03-2025,RAJASTHAN,Nagaur,2751,43478
01-03-2025,RAJASTHAN,Pali,1078,24932
01-03-2025,RAJASTHAN,Pratapgarh,618,17626
01-03-2025,RAJASTHAN,Rajsamand,1184,16806
01-03-2025,RAJASTHAN,Sawai Madhopur,1193,14611
01-03-2025,RAJASTHAN,Sikar,2628,22158
01-03-2025,RAJASTHAN,Sirohi,769,13048
01-03-2025,RAJASTHAN,Tonk,1093,16897
01-03-2025,RAJASTHAN,Udaipur,2318,58055
01-03-2025,SIKKIM,East,84,1537
01-03-2025,SIKKIM,East Sikkim,107,907
01-03-2025,SIKKIM,South,34,1224
01-03-2025,SIKKIM,South Sikkim,38,371
01-03-2025,SIKKIM,West,34,520
01-03-2025,SIKKIM,West Sikkim,75,572
01-03-2025,TAMIL NADU,Ariyalur,511,7097
01-03-2025,TAMIL NADU,Chengalpattu,308,2753
01-03-2025,TAMIL NADU,Chennai,2515,28888
01-03-2025,TAMIL NADU,Coimbatore,1929,24925
01-03-2025,TAMIL NADU,Cuddalore,1129,21316
01-03-2025,TAMIL NADU,Dharmapuri,868,10214
01-03-2025,TAMIL NADU,Dindigul,1276,13938
01-03-2025,TAMIL NADU,Erode,964,15860
01-03-2025,TAMIL NADU,Kallakurichi,360,2296
01-03-2025,TAMIL NADU,Kancheepuram,2708,33707
01-03-2025,TAMIL NADU,Kanniyakumari,1244,11553
01-03-2025,TAMIL NADU,Kanyakumari,1421,5826
01-03-2025,TAMIL NADU,Karur,299,4483
01-03-2025,TAMIL NADU,Krishnagiri,1592,16002
01-03-2025,TAMIL NADU,Madurai,2197,24984
01-03-2025,TAMIL NADU,Mayiladuthurai,78,518
01-03-2025,TAMIL NADU,Nagapattinam,200,3737
01-03-2025,TAMIL NADU,Namakkal,675,8153
01-03-2025,TAMIL NADU,Perambalur,248,2972
01-03-2025,TAMIL NADU,Pudukkottai,782,11725
01-03-2025,TAMIL NADU,Ramanathapuram,765,9136
01-03-2025,TAMIL NADU,Ranipet,22,87
01-03-2025,TAMIL NADU,Salem,2020,25828
01-03-2025,TAMIL NADU,Sivaganga,559,5841
01-03-2025,TAMIL NADU,Tenkasi,356,1933
01-03-2025,TAMIL NADU,Thanjavur,1247,19276
01-03-2025,TAMIL NADU,The Nilgiris,216,2308
01-03-2025,TAMIL NADU,Theni,453,7467
01-03-2025,TAMIL NADU,Thiruvarur,433,6086
01-03-2025,TAMIL NADU,Thoothukkudi,809,8492
01-03-2025,TAMIL NADU,Tiruchirappalli,1393,15845
01-03-2025,TAMIL NADU,Tirunelveli,2343,18957
01-03-2025,TAMIL NADU,Tirupattur,275,1985
01-03-2025,TAMIL NADU,Tiruppur,1481,16831
01-03-2025,TAMIL NADU,Tiruvallur,2896,33401
01-03-2025,TAMIL NADU,Tiruvannamalai,972,15292
01-03-2025,TAMIL NADU,Vellore,1267,17237
01-03-2025,TAMIL NADU,Villupuram,751,6302
01-03-2025,TAMIL NADU,Viluppuram,57,924
01-03-2025,TAMIL NADU,Virudhunagar,954,9015
01-03-2025,TELANGANA,Adilabad,1388,8140
01-03-2025,TELANGANA,Bhadradri Kothagudem,1083,7541
01-03-2025,TELANGANA,Hanumakonda,377,3339
01-03-2025,TELANGANA,Hyderabad,5726,27917
01-03-2025,TELANGANA,Jagitial,585,2506
01-03-2025,TELANGANA,Jangaon,26,32
01-03-2025,TELANGANA,Jangoan,191,1806
01-03-2025,TELANGANA,Jayashankar Bhupalpally,369,4758
01-03-2025,TELANGANA,Jogulamba Gadwal,1940,4634
01-03-2025,TELANGANA,K.v. Rangareddy,6871,35518
01-03-2025,TELANGANA,Kamareddy,702,2202
01-03-2025,TELANGANA,Karimnagar,3095,17598
01-03-2025,TELANGANA,Khammam,1381,11374
01-03-2025,TELANGANA,Komaram Bheem,609,4268
01-03-2025,TELANGANA,Mahabubabad,555,4091
01-03-2025,TELANGANA,Mahabubnagar,5748,16116
01-03-2025,TELANGANA,Mancherial,483,3732
01-03-2025,TELANGANA,Medak,2501,8887
01-03-2025,TELANGANA,Medchal-malkajgiri,2658,14039
01-03-2025,TELANGANA,Medchal?malkajgiri,87,257
01-03-2025,TELANGANA,Mulugu,292,2680
01-03-2025,TELANGANA,Nagarkurnool,924,3771
01-03-2025,TELANGANA,Nalgonda,2928,15589
01-03-2025,TELANGANA,Narayanpet,387,1975
01-03-2025,TELANGANA,Nirmal,535,2546
01-03-2025,TELANGANA,Nizamabad,3492,13865
01-03-2025,TELANGANA,Peddapalli,116,1016
01-03-2025,TELANGANA,Rajanna Sircilla,323,1869
01-03-2025,TELANGANA,Rangareddy,139,1291
01-03-2025,TELANGANA,Sangareddy,1546,5717
01-03-2025,TELANGANA,Siddipet,995,3196
01-03-2025,TELANGANA,Suryapet,578,5294
01-03-2025,TELANGANA,Vikarabad,1011,3576
01-03-2025,TELANGANA,Wanaparthy,1151,5362
01-03-2025,TELANGANA,Warangal,1400,4982
01-03-2025,TELANGANA,Warangal Rural,193,2456
01-03-2025,TELANGANA,Warangal Urban,536,3682
01-03-2025,TELANGANA,Yadadri.,869,11043
01-03-2025,TRIPURA,Dhalai,228,3409
01-03-2025,TRIPURA,Gomati,428,3433
01-03-2025,TRIPURA,Khowai,58,825
01-03-2025,TRIPURA,North Tripura,339,3878
01-03-2025,TRIPURA,Sepahijala,201,3875
01-03-2025,TRIPURA,South Tripura,551,9691
01-03-2025,TRIPURA,Unakoti,170,654
01-03-2025,TRIPURA,West Tripura,677,11859
01-03-2025,UTTAR PRADESH,Agra,3075,31323
01-03-2025,UTTAR PRADESH,Aligarh,3209,43493
01-03-2025,UTTAR PRADESH,Allahabad,3797,47781
01-03-2025,UTTAR PRADESH,Ambedkar Nagar,1731,19088
01-03-2025,UTTAR PRADESH,Amethi,1407,20455
01-03-2025,UTTAR PRADESH,Amroha,1126,18090
01-03-2025,UTTAR PRADESH,Auraiya,1351,15779
01-03-2025,UTTAR PRADESH,Ayodhya,498,4660
01-03-2025,UTTAR PRADESH,Azamgarh,3951,43297
01-03-2025,UTTAR PRADESH,Baghpat,1142,12118
01-03-2025,UTTAR PRADESH,Bahraich,1873,28463
01-03-2025,UTTAR PRADESH,Ballia,2357,25254
01-03-2025,UTTAR PRADESH,Balrampur,1246,21182
01-03-2025,UTTAR PRADESH,Banda,773,16638
01-03-2025,UTTAR PRADESH,Bara Banki,1517,27371
01-03-2025,UTTAR PRADESH,Bareilly,3507,43031
01-03-2025,UTTAR PRADESH,Basti,1761,22039
01-03-2025,UTTAR PRADESH,Bhadohi,582,5527
01-03-2025,UTTAR PRADESH,Bijnor,2491,32448
01-03-2025,UTTAR PRADESH,Budaun,3400,53606
01-03-2025,UTTAR PRADESH,Bulandshahr,3371,34208
01-03-2025,UTTAR PRADESH,Chandauli,2398,25276
01-03-2025,UTTAR PRADESH,Chitrakoot,761,14521
01-03-2025,UTTAR PRADESH,Deoria,2215,25099
01-03-2025,UTTAR PRADESH,Etah,874,13275
01-03-2025,UTTAR PRADESH,Etawah,1007,11345
01-03-2025,UTTAR PRADESH,Faizabad,1317,17446
01-03-2025,UTTAR PRADESH,Farrukhabad,1094,16456
01-03-2025,UTTAR PRADESH,Fatehpur,1821,32439
01-03-2025,UTTAR PRADESH,Firozabad,1230,19481
01-03-2025,UTTAR PRADESH,Gautam Buddha Nagar,2558,21789
01-03-2025,UTTAR PRADESH,Ghaziabad,4532,48594
01-03-2025,UTTAR PRADESH,Ghazipur,4225,38708
01-03-2025,UTTAR PRADESH,Gonda,2309,40506
01-03-2025,UTTAR PRADESH,Gorakhpur,4752,44058
01-03-2025,UTTAR PRADESH,Hamirpur,514,10597
01-03-2025,UTTAR PRADESH,Hapur,685,7609
01-03-2025,UTTAR PRADESH,Hardoi,2141,39153
01-03-2025,UTTAR PRADESH,Hathras,1280,16626
01-03-2025,UTTAR PRADESH,Jalaun,736,16339
01-03-2025,UTTAR PRADESH,Jaunpur,3692,41667
01-03-2025,UTTAR PRADESH,Jhansi,1181,19456
01-03-2025,UTTAR PRADESH,Kannauj,1242,15118
01-03-2025,UTTAR PRADESH,Kanpur Dehat,1569,23952
01-03-2025,UTTAR PRADESH,Kanpur Nagar,2609,34198
01-03-2025,UTTAR PRADESH,Kasganj,678,9513
01-03-2025,UTTAR PRADESH,Kaushambi,1844,22196
01-03-2025,UTTAR PRADESH,Kheri,2781,61663
01-03-2025,UTTAR PRADESH,Kushinagar,5081,51097
01-03-2025,UTTAR PRADESH,Lalitpur,1009,14542
01-03-2025,UTTAR PRADESH,Lucknow,3206,35781
01-03-2025,UTTAR PRADESH,Maharajganj,2613,34402
01-03-2025,UTTAR PRADESH,Mahoba,326,6632
01-03-2025,UTTAR PRADESH,Mainpuri,1453,21141
01-03-2025,UTTAR PRADESH,Mathura,2743,33126
01-03-2025,UTTAR PRADESH,Mau,2064,21144
01-03-2025,UTTAR PRADESH,Meerut,2831,39033
01-03-2025,UTTAR PRADESH,Mirzapur,1397,19969
01-03-2025,UTTAR PRADESH,Moradabad,2088,25403
01-03-2025,UTTAR PRADESH,Muzaffarnagar,2290,25940
01-03-2025,UTTAR PRADESH,Pilibhit,2086,30504
01-03-2025,UTTAR PRADESH,Pratapgarh,2030,29300
01-03-2025,UTTAR PRADESH,Prayagraj,875,7858
01-03-2025,UTTAR PRADESH,Rae Bareli,2304,31162
01-03-2025,UTTAR PRADESH,Rampur,1831,21967
01-03-2025,UTTAR PRADESH,Saharanpur,2099,27065
01-03-2025,UTTAR PRADESH,Sambhal,1659,30002
01-03-2025,UTTAR PRADESH,Sant Kabir Nagar,2229,27700
01-03-2025,UTTAR PRADESH,Sant Ravidas Nagar,904,11113
01-03-2025,UTTAR PRADESH,Shahjahanpur,1569,23283
01-03-2025,UTTAR PRADESH,Shamli,1257,13567
01-03-2025,UTTAR PRADESH,Shrawasti,1216,22076
01-03-2025,UTTAR PRADESH,Siddharthnagar,1645,20326
01-03-2025,UTTAR PRADESH,Sitapur,2895,52320
01-03-2025,UTTAR PRADESH,Sonbhadra,1435,21632
01-03-2025,UTTAR PRADESH,Sultanpur,1453,17113
01-03-2025,UTTAR PRADESH,Unnao,1779,33548
01-03-2025,UTTAR PRADESH,Varanasi,4331,41140
01-03-2025,UTTARAKHAND,Almora,458,3786
01-03-2025,UTTARAKHAND,Bageshwar,271,2070
01-03-2025,UTTARAKHAND,Chamoli,338,4127
01-03-2025,UTTARAKHAND,Champawat,338,2926
01-03-2025,UTTARAKHAND,Dehradun,1561,14983
01-03-2025,UTTARAKHAND,Haridwar,1765,15728
01-03-2025,UTTARAKHAND,Nainital,720,5685
01-03-2025,UTTARAKHAND,Pauri Garhwal,214,2593
01-03-2025,UTTARAKHAND,Pithoragarh,340,3760
01-03-2025,UTTARAKHAND,Rudraprayag,302,2870
01-03-2025,UTTARAKHAND,Tehri Garhwal,704,6122
01-03-2025,UTTARAKHAND,Udham Singh Nagar,2908,23187
01-03-2025,UTTARAKHAND,Uttarkashi,189,2004
01-03-2025,WEST BENGAL,Alipurduar,207,1965
01-03-2025,WEST BENGAL,Bankura,1471,19145
01-03-2025,WEST BENGAL,Barddhaman,983,18621
01-03-2025,WEST BENGAL,Birbhum,1816,22615
01-03-2025,WEST BENGAL,Cooch Behar,1117,14568
01-03-2025,WEST BENGAL,Dakshin Dinajpur,778,12070
01-03-2025,WEST BENGAL,Darjeeling,548,9625
01-03-2025,WEST BENGAL,Hooghly,1658,30729
01-03-2025,WEST BENGAL,Howrah,1183,21714
01-03-2025,WEST BENGAL,Jalpaiguri,883,19730
01-03-2025,WEST BENGAL,Jhargram,243,1940
01-03-2025,WEST BENGAL,Kalimpong,46,312
01-03-2025,WEST BENGAL,Kolkata,701,19799
01-03-2025,WEST BENGAL,Malda,2616,29728
01-03-2025,WEST BENGAL,Murshidabad,3555,44606
01-03-2025,WEST BENGAL,Nadia,1540,30006
01-03-2025,WEST BENGAL,North 24 Parganas,3445,59814
01-03-2025,WEST BENGAL,Paschim Bardhaman,428,4171
01-03-2025,WEST BENGAL,Paschim Medinipur,2036,27216
01-03-2025,WEST BENGAL,Purba Bardhaman,998,8127
01-03-2025,WEST BENGAL,Purba Medinipur,2240,22512
01-03-2025,WEST BENGAL,Puruliya,1466,18944
01-03-2025,WEST BENGAL,South 24 Parganas,4037,63176
01-03-2025,WEST BENGAL,South Twenty Four Parganas,12,943
01-03-2025,WEST BENGAL,Uttar Dinajpur,1488,22897
01-04-2025,ANDHRA PRADESH,Ananthapuramu,440,1864
01-04-2025,ANDHRA PRADESH,Annamayya,314,1706
01-04-2025,ANDHRA PRADESH,Chittoor,225,1103
01-04-2025,ANDHRA PRADESH,East Godavari,380,3330
01-04-2025,ANDHRA PRADESH,Guntur,768,6552
01-04-2025,ANDHRA PRADESH,Krishna,126,970
01-04-2025,ANDHRA PRADESH,Kurnool,1814,10590
01-04-2025,ANDHRA PRADESH,Nandyal,84,474
01-04-2025,ANDHRA PRADESH,Sri Sathya Sai,138,388
01-04-2025,ANDHRA PRADESH,Srikakulam,596,2583
01-04-2025,ANDHRA PRADESH,Visakhapatnam,1034,7788
01-04-2025,ANDHRA PRADESH,West Godavari,434,2982
01-04-2025,ANDHRA PRADESH,Y. S. R,346,1852
01-04-2025,ASSAM,Bongaigaon,348,4007
01-04-2025,BIHAR,Bhagalpur,930,4372
01-04-2025,BIHAR,Katihar,1274,8724
01-04-2025,CHANDIGARH,Chandigarh,3917,10968
01-04-2025,CHHATTISGARH,Balod,230,1209
01-04-2025,CHHATTISGARH,Baloda Bazar,126,3568
01-04-2025,CHHATTISGARH,Bastar,400,3246
01-04-2025,CHHATTISGARH,Bemetara,270,3214
01-04-2025,CHHATTISGARH,Bilaspur,416,5016
01-04-2025,CHHATTISGARH,Durg,1119,4996
01-04-2025,CHHATTISGARH,Janjgir-Champa,280,3518
01-04-2025,CHHATTISGARH,Jashpur,160,707
01-04-2025,CHHATTISGARH,Korba,250,3620
01-04-2025,CHHATTISGARH,Koriya,153,756
01-04-2025,CHHATTISGARH,Mahasamund,235,3724
01-04-2025,CHHATTISGARH,Raigarh,334,2756
01-04-2025,CHHATTISGARH,Raipur,933,9415
01-04-2025,CHHATTISGARH,Rajnandgaon,510,5232
01-04-2025,CHHATTISGARH,Surguja,833,7328
01-04-2025,DELHI,Central Delhi,1317,12202
01-04-2025,DELHI,East Delhi,6792,32844
01-04-2025,DELHI,North Delhi,2209,16742
01-04-2025,DELHI,North East Delhi,7128,25034
01-04-2025,DELHI,North West Delhi,9362,53618
01-04-2025,DELHI,Shahdara,1027,3864
01-04-2025,DELHI,South Delhi,6371,48988
01-04-2025,DELHI,South West Delhi,4873,32293
01-04-2025,DELHI,West Delhi,6499,41588
01-04-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,156,966
01-04-2025,GUJARAT,Ahmedabad,2269,19402
01-04-2025,GUJARAT,Gandhinagar,512,4636
01-04-2025,GUJARAT,Kachchh,818,4824
01-04-2025,GUJARAT,Mahesana,310,1636
01-04-2025,GUJARAT,Morbi,352,2174
01-04-2025,GUJARAT,Narmada,82,370
01-04-2025,GUJARAT,Rajkot,584,8057
01-04-2025,GUJARAT,Surat,2286,23666
01-04-2025,GUJARAT,Valsad,168,464
01-04-2025,HARYANA,Ambala,470,2668
01-04-2025,HARYANA,Bhiwani,439,2407
01-04-2025,HARYANA,Faridabad,3062,16457
01-04-2025,HARYANA,Fatehabad,171,1188
01-04-2025,HARYANA,Gurgaon,2353,15690
01-04-2025,HARYANA,Hisar,664,4564
01-04-2025,HARYANA,Jhajjar,469,2115
01-04-2025,HARYANA,Jind,634,3782
01-04-2025,HARYANA,Kaithal,1160,6602
01-04-2025,HARYANA,Karnal,320,2094
01-04-2025,HARYANA,Kurukshetra,432,2834
01-04-2025,HARYANA,Mahendragarh,347,2148
01-04-2025,HARYANA,Mewat,225,2072
01-04-2025,HARYANA,Palwal,160,1302
01-04-2025,HARYANA,Panchkula,792,2424
01-04-2025,HARYANA,Panipat,2078,12268
01-04-2025,HARYANA,Rewari,1084,5710
01-04-2025,HARYANA,Rohtak,617,2777
01-04-2025,HARYANA,Sirsa,624,4337
01-04-2025,HARYANA,Sonipat,1942,10449
01-04-2025,HARYANA,Yamuna Nagar,706,3956
01-04-2025,HIMACHAL PRADESH,Bilaspur,58,392
01-04-2025,HIMACHAL PRADESH,Hamirpur,28,348
01-04-2025,HIMACHAL PRADESH,Sirmaur,130,253
01-04-2025,HIMACHAL PRADESH,Una,108,541
01-04-2025,JAMMU AND KASHMIR,Anantnag,571,3034
01-04-2025,JAMMU AND KASHMIR,Bandipore,380,2828
01-04-2025,JAMMU AND KASHMIR,Baramula,750,5230
01-04-2025,JAMMU AND KASHMIR,Budgam,1209,2512
01-04-2025,JAMMU AND KASHMIR,Doda,124,958
01-04-2025,JAMMU AND KASHMIR,Ganderbal,160,928
01-04-2025,JAMMU AND KASHMIR,Jammu,154,1214
01-04-2025,JAMMU AND KASHMIR,Kathua,312,2136
01-04-2025,JAMMU AND KASHMIR,Kishtwar,178,632
01-04-2025,JAMMU AND KASHMIR,Kulgam,523,2358
01-04-2025,JAMMU AND KASHMIR,Kupwara,1782,8166
01-04-2025,JAMMU AND KASHMIR,Pulwama,244,1343
01-04-2025,JAMMU AND KASHMIR,Punch,670,3193
01-04-2025,JAMMU AND KASHMIR,Rajouri,166,852
01-04-2025,JAMMU AND KASHMIR,Ramban,288,962
01-04-2025,JAMMU AND KASHMIR,Samba,52,258
01-04-2025,JAMMU AND KASHMIR,Srinagar,138,1214
01-04-2025,JAMMU AND KASHMIR,Udhampur,214,1980
01-04-2025,JHARKHAND,Ranchi,606,5520
01-04-2025,KARNATAKA,Bagalkot,567,1485
01-04-2025,KARNATAKA,Ballari,116,557
01-04-2025,KARNATAKA,Bangalore Rural,692,5336
01-04-2025,KARNATAKA,Belagavi,165,694
01-04-2025,KARNATAKA,Bengaluru,2886,20115
01-04-2025,KARNATAKA,Chikkaballapur,614,4058
01-04-2025,KARNATAKA,Chitradurga,219,1323
01-04-2025,KARNATAKA,Dakshina Kannada,212,648
01-04-2025,KARNATAKA,Davangere,198,1020
01-04-2025,KARNATAKA,Dharwad,1240,4056
01-04-2025,KARNATAKA,Hassan,228,1326
01-04-2025,KARNATAKA,Haveri,437,1881
01-04-2025,KARNATAKA,Kalaburagi,597,2029
01-04-2025,KARNATAKA,Kolar,382,2226
01-04-2025,KARNATAKA,Koppal,388,1880
01-04-2025,KARNATAKA,Mandya,28,282
01-04-2025,KARNATAKA,Mysuru,507,3128
01-04-2025,KARNATAKA,Raichur,124,1066
01-04-2025,KARNATAKA,Ramanagar,96,694
01-04-2025,KARNATAKA,Shivamogga,118,584
01-04-2025,KARNATAKA,Tumakuru,331,1465
01-04-2025,KARNATAKA,Yadgir,374,866
01-04-2025,MADHYA PRADESH,Anuppur,695,3094
01-04-2025,MADHYA PRADESH,Ashok Nagar,744,4620
01-04-2025,MADHYA PRADESH,Balaghat,1622,5319
01-04-2025,MADHYA PRADESH,Barwani,1344,9018
01-04-2025,MADHYA PRADESH,Betul,726,2602
01-04-2025,MADHYA PRADESH,Bhopal,1269,9365
01-04-2025,MADHYA PRADESH,Chhatarpur,510,2342
01-04-2025,MADHYA PRADESH,Chhindwara,2353,6995
01-04-2025,MADHYA PRADESH,Damoh,540,3880
01-04-2025,MADHYA PRADESH,Dewas,236,2462
01-04-2025,MADHYA PRADESH,Dhar,758,3372
01-04-2025,MADHYA PRADESH,Dindori,1277,5845
01-04-2025,MADHYA PRADESH,Guna,452,3358
01-04-2025,MADHYA PRADESH,Gwalior,241,1547
01-04-2025,MADHYA PRADESH,Indore,2010,14843
01-04-2025,MADHYA PRADESH,Jabalpur,304,2764
01-04-2025,MADHYA PRADESH,Katni,766,5004
01-04-2025,MADHYA PRADESH,Khargone,338,1622
01-04-2025,MADHYA PRADESH,Mandla,1959,6138
01-04-2025,MADHYA PRADESH,Mandsaur,562,1506
01-04-2025,MADHYA PRADESH,Morena,1050,5570
01-04-2025,MADHYA PRADESH,Narsinghpur,407,2627
01-04-2025,MADHYA PRADESH,Neemuch,448,2520
01-04-2025,MADHYA PRADESH,Raisen,715,3580
01-04-2025,MADHYA PRADESH,Ratlam,676,4924
01-04-2025,MADHYA PRADESH,Rewa,178,1332
01-04-2025,MADHYA PRADESH,Sagar,368,2521
01-04-2025,MADHYA PRADESH,Satna,1098,6018
01-04-2025,MADHYA PRADESH,Sehore,506,1974
01-04-2025,MADHYA PRADESH,Seoni,1374,5539
01-04-2025,MADHYA PRADESH,Shahdol,132,553
01-04-2025,MADHYA PRADESH,Singrauli,1584,7700
01-04-2025,MADHYA PRADESH,Ujjain,1231,6260
01-04-2025,MADHYA PRADESH,Umaria,127,560
01-04-2025,MADHYA PRADESH,Vidisha,956,4084
01-04-2025,MAHARASHTRA,Aurangabad,261,1965
01-04-2025,MAHARASHTRA,Beed,464,4882
01-04-2025,MAHARASHTRA,Buldhana,37,490
01-04-2025,MAHARASHTRA,Chandrapur,31,410
01-04-2025,MAHARASHTRA,Gadchiroli,117,724
01-04-2025,MAHARASHTRA,Gondiya,194,948
01-04-2025,MAHARASHTRA,Jalgaon,412,2440
01-04-2025,MAHARASHTRA,Mumbai City,323,3059
01-04-2025,MAHARASHTRA,Mumbai Suburban,559,4867
01-04-2025,MAHARASHTRA,Nagpur,472,3964
01-04-2025,MAHARASHTRA,Nandurbar,328,2510
01-04-2025,MAHARASHTRA,Pune,1204,11232
01-04-2025,MAHARASHTRA,Raigad,388,5384
01-04-2025,MAHARASHTRA,Ratnagiri,17,157
01-04-2025,MAHARASHTRA,Thane,1303,13294
01-04-2025,MIZORAM,Kolasib,190,800
01-04-2025,MIZORAM,Lawngtlai,62,744
01-04-2025,MIZORAM,Serchhip,76,238
01-04-2025,PUNJAB,Ferozepur,18,288
01-04-2025,PUNJAB,Gurdaspur,204,3480
01-04-2025,PUNJAB,Hoshiarpur,92,1386
01-04-2025,PUNJAB,Ludhiana,616,6314
01-04-2025,PUNJAB,Patiala,748,9196
01-04-2025,PUNJAB,SAS Nagar (Mohali),215,2282
01-04-2025,RAJASTHAN,Ajmer,477,3459
01-04-2025,RAJASTHAN,Alwar,615,4825
01-04-2025,RAJASTHAN,Baran,195,1381
01-04-2025,RAJASTHAN,Barmer,633,3918
01-04-2025,RAJASTHAN,Bharatpur,327,2151
01-04-2025,RAJASTHAN,Bikaner,1215,8503
01-04-2025,RAJASTHAN,Bundi,32,525
01-04-2025,RAJASTHAN,Chittorgarh,196,1438
01-04-2025,RAJASTHAN,Churu,923,7064
01-04-2025,RAJASTHAN,Dausa,246,1738
01-04-2025,RAJASTHAN,Dholpur,454,2444
01-04-2025,RAJASTHAN,Ganganagar,126,1462
01-04-2025,RAJASTHAN,Hanumangarh,738,6126
01-04-2025,RAJASTHAN,Jaipur,3582,25430
01-04-2025,RAJASTHAN,Jaisalmer,216,2486
01-04-2025,RAJASTHAN,Jhalawar,76,588
01-04-2025,RAJASTHAN,Jhunjhunun,428,3553
