state_normalized,district_cleaned,enrol_child,enrol_youth,enrol_adult,demo_child,demo_youth,demo_adult,bio_child,bio_youth,bio_adult,total_enrolment,total_updates,update_intensity,youth_pressure,adult_pressure,biometric_ratio,upi,pressure_level
PUNJAB,Malerkotla,711,146,8,0,1037,14062,0,5712,8075,865,28886,33.3556582,0.233634507,0.766330875,0.477273514,0.311192641,MODERATE
PUNJAB,Mansa,998,107,19,0,1368,22187,0,22379,36660,1124,82594,73.41688889,0.287511351,0.712476542,0.714801138,0.419949932,MODERATE
PUNJAB,Moga,1335,159,41,0,1304,22742,0,23084,38260,1535,85390,55.59244792,0.285603869,0.71438442,0.718389526,0.402412504,MODERATE
PUNJAB,Muktsar,306,28,0,0,102,3449,0,923,7956,334,12430,37.10447761,0.082455152,0.917464404,0.71426273,0.320211912,MODERATE
PUNJAB,Nawanshahr,169,23,0,0,27,2931,0,179,4010,192,7147,37.03108808,0.02881925,0.971040851,0.586038053,0.275341661,MODERATE
PUNJAB,Pathankot,1033,67,15,0,1276,13220,0,12987,13609,1115,41092,36.82078853,0.347090745,0.65288492,0.647214854,0.387122176,MODERATE
PUNJAB,Patiala,4298,769,83,0,7390,81662,0,54972,64339,5150,208363,40.45098039,0.299293544,0.700701657,0.572608512,0.359539109,MODERATE
PUNJAB,Rupnagar,1140,93,13,0,1006,12699,0,17432,28021,1246,59158,47.44025662,0.311668554,0.688314542,0.768319275,0.413345114,MODERATE
PUNJAB,S.A.S Nagar,493,164,48,0,0,0,0,0,0,705,0,0,0,0,0,0,LOW
PUNJAB,S.A.S Nagar(Mohali),241,36,0,0,50,2271,0,351,2384,277,5056,18.18705036,0.079296025,0.920506229,0.540834487,0.262275307,MODERATE
PUNJAB,SAS Nagar (Mohali),2398,493,62,0,4590,53482,0,30755,27086,2953,115913,39.23933649,0.30492434,0.695067032,0.498999258,0.343895292,MODERATE
PUNJAB,Sangrur,2087,203,39,0,1404,28511,0,37125,45345,2329,112385,48.23390558,0.342827398,0.657163704,0.733810261,0.416195868,MODERATE
PUNJAB,Shaheed Bhagat Singh Nagar,801,101,44,0,569,5775,0,13729,16771,946,36844,38.90601901,0.388058081,0.611914778,0.827792102,0.441574354,MODERATE
PUNJAB,Sri Muktsar Sahib,1157,150,8,0,1544,20147,0,25553,30670,1315,77914,59.20516717,0.347776423,0.652210742,0.721594045,0.425958859,MODERATE
PUNJAB,Tarn Taran,2646,273,20,0,1156,26259,0,26674,54028,2939,108117,36.7744898,0.257403948,0.742586803,0.746425202,0.381121201,MODERATE
Pondicherry,Karaikal,154,8,0,0,34,870,0,160,2573,162,3637,22.31288344,0.053326003,0.94639912,0.751236943,0.304584327,MODERATE
Pondicherry,Pondicherry,1015,69,0,0,572,5755,0,5050,19668,1084,31045,28.61290323,0.18108613,0.818881659,0.79617342,0.360307327,MODERATE
Pondicherry,Yanam,24,2,0,0,1,227,0,5,117,26,350,12.96296296,0.017094017,0.98005698,0.347578348,0.195071548,LOW
RAJASTHAN,Ajmer,9200,2787,148,0,12323,111713,0,78270,63588,12135,265894,21.90952538,0.340709679,0.65928656,0.533511348,0.34531711,MODERATE
RAJASTHAN,Alwar,15764,7314,305,0,15411,129333,0,124960,98489,23383,368193,15.74550975,0.381241954,0.61875533,0.606878439,0.367859552,MODERATE
RAJASTHAN,Balotra,1,0,0,0,26,477,0,0,6,1,509,254.5,0.050980392,0.947058824,0.011764706,0.372167422,MODERATE
RAJASTHAN,Banswara,4203,3030,30,0,5054,96240,0,52757,40954,7263,195005,26.84540198,0.296457545,0.703537327,0.480554444,0.324887642,MODERATE
RAJASTHAN,Baran,4532,1658,77,0,6373,72385,0,41044,39212,6267,159014,25.36917677,0.298191994,0.701801717,0.504707103,0.329264897,MODERATE
RAJASTHAN,Barmer,10522,5233,96,0,9913,101808,0,114905,81860,15851,308486,19.46038355,0.404613485,0.595383274,0.637838872,0.385597026,MODERATE
RAJASTHAN,Beawar,1,0,0,0,24,486,0,2,6,1,518,259,0.050096339,0.947976879,0.015414258,0.37717703,MODERATE
RAJASTHAN,Bharatpur,10236,6643,175,0,9983,95080,0,78011,63144,17054,246218,14.43670478,0.357381031,0.642614908,0.573290445,0.351786884,MODERATE
RAJASTHAN,Bhilwara,7865,3035,183,0,7046,90693,0,63856,56163,11083,217758,19.64615662,0.325598483,0.674396925,0.551155176,0.342265329,MODERATE
RAJASTHAN,Bikaner,7464,5620,199,0,9014,72638,0,62218,68653,13283,212523,15.99841915,0.335171557,0.664823738,0.615793981,0.355808429,MODERATE
RAJASTHAN,Bundi,3414,1334,124,0,4316,44385,0,32954,29903,4872,111558,22.89308434,0.33408331,0.665907726,0.563441766,0.350823256,MODERATE
RAJASTHAN,Chittaurgarh,286,70,1,0,86,1979,0,569,1669,357,4303,12.01955307,0.152184015,0.847583643,0.519981413,0.274115595,MODERATE
RAJASTHAN,Chittorgarh,3698,2160,128,0,5411,56413,0,35481,27117,5986,124422,20.78202773,0.328653063,0.6713389,0.503106339,0.333778606,MODERATE
RAJASTHAN,Churu,7888,4732,160,0,8045,68052,0,67446,65778,12780,209321,16.3775135,0.360645322,0.639349901,0.63645484,0.368613491,MODERATE
RAJASTHAN,Dausa,4277,1807,49,0,6047,44220,0,56018,50312,6133,156597,25.52934464,0.396333287,0.603660328,0.678999732,0.398120198,MODERATE
RAJASTHAN,Deeg,13,36,12,0,22,226,0,4,138,61,390,6.290322581,0.066496164,0.930946292,0.363171355,0.207183022,LOW
RAJASTHAN,Deeg ,1,7,0,0,95,956,0,3,13,8,1067,118.5555556,0.0917603,0.907303371,0.014981273,0.25033421,MODERATE
RAJASTHAN,Dhaulpur,93,46,0,0,15,473,0,117,283,139,888,6.342857143,0.14848144,0.850393701,0.449943757,0.251835099,MODERATE
RAJASTHAN,Dholpur,5719,2711,150,0,8855,68700,0,47710,26707,8580,151972,17.71029018,0.372204273,0.627789147,0.489672508,0.341251762,MODERATE
RAJASTHAN,Didwana-Kuchaman,2,0,0,0,66,654,0,1,7,2,728,242.6666667,0.091906722,0.906721536,0.010973937,0.372948404,MODERATE
RAJASTHAN,Dungarpur,3869,2649,53,0,4330,90978,0,51452,35106,6571,181866,27.67285453,0.306718646,0.693275855,0.47594121,0.327873465,MODERATE
RAJASTHAN,Ganganagar,4186,1276,42,0,5528,63690,0,46082,56446,5504,171746,31.19818347,0.300500154,0.699494023,0.596971126,0.356061241,MODERATE
RAJASTHAN,Hanumangarh,3628,1271,41,0,6898,70339,0,43250,53383,4940,173870,35.18923295,0.288420726,0.711573523,0.555774108,0.347236865,MODERATE
RAJASTHAN,Jaipur,21436,8976,734,0,29544,245796,0,158293,197591,31146,631224,20.26596462,0.29757535,0.702423066,0.563798962,0.336986384,MODERATE
RAJASTHAN,Jaisalmer,1683,1120,51,0,2104,19280,0,25276,19701,2854,66361,23.24378284,0.412585516,0.587399415,0.677752328,0.400602268,MODERATE
RAJASTHAN,Jalor,7882,5875,234,0,4265,62425,0,51608,48178,13991,166476,11.89794168,0.335619935,0.664374058,0.599398115,0.348262844,MODERATE
RAJASTHAN,Jalore,298,183,13,0,57,979,0,3,17,494,1056,2.133333333,0.056764428,0.942289499,0.018921476,0.124522391,LOW
RAJASTHAN,Jhalawar,4978,2002,56,0,6231,74861,0,42460,37652,7036,161204,22.90805741,0.302043981,0.697949815,0.49695729,0.326304938,MODERATE
RAJASTHAN,Jhunjhunu,210,101,0,0,140,2602,0,541,1400,311,4683,15.00961538,0.145388557,0.85439795,0.414389411,0.251777426,MODERATE
RAJASTHAN,Jhunjhunun,5749,1776,86,0,5831,48821,0,48082,62310,7611,165044,21.68208092,0.326656366,0.673337575,0.668860008,0.370492677,MODERATE
RAJASTHAN,Jodhpur,14563,6724,928,0,11482,128488,0,114854,104179,22215,359003,16.1596597,0.351906943,0.648090272,0.610112979,0.359901166,MODERATE
RAJASTHAN,Karauli,5857,2670,109,0,7277,51169,0,49784,31187,8636,139417,16.14183165,0.409280007,0.59071282,0.580778666,0.371196112,MODERATE
RAJASTHAN,Kota,5545,1876,104,0,9075,83991,0,47161,46193,7525,186420,24.77013022,0.301661294,0.698333342,0.500769763,0.328877428,MODERATE
RAJASTHAN,Nagaur,11618,5441,208,0,10343,93084,0,104709,100659,17267,308795,17.88249942,0.372582546,0.627414215,0.665060428,0.380094815,MODERATE
RAJASTHAN,Pali,6300,2696,118,0,5398,60939,0,70502,85408,9114,222247,24.38255623,0.341510385,0.658485116,0.701513624,0.38495637,MODERATE
RAJASTHAN,Pratapgarh,2643,1133,18,0,3448,45108,0,32886,23401,3794,104843,27.62661397,0.346552974,0.653437488,0.536864294,0.353551187,MODERATE
RAJASTHAN,Rajsamand,3078,1405,29,0,4623,42547,0,33770,28192,4512,109132,24.18169732,0.351800097,0.64819074,0.567765937,0.358540729,MODERATE
RAJASTHAN,Salumbar,1,0,0,0,20,193,0,0,1,1,214,107,0.093023256,0.902325581,0.004651163,0.236582019,LOW
RAJASTHAN,Sawai Madhopur,4575,2083,86,0,4617,40538,0,42901,38521,6744,126577,18.76604893,0.375404889,0.624587211,0.643255542,0.377054025,MODERATE
RAJASTHAN,Sikar,8163,3061,176,0,9034,69303,0,73998,87615,11400,239950,21.04639944,0.346037316,0.653958517,0.673525011,0.376885751,MODERATE
RAJASTHAN,Sirohi,5500,4853,379,0,3803,37490,0,35757,34393,10732,111443,10.38321066,0.35497649,0.645014536,0.629464125,0.359356921,MODERATE
RAJASTHAN,Tonk,4198,1656,61,0,5975,50653,0,41737,38186,5915,136551,23.081643,0.349405355,0.650587322,0.585293515,0.360557932,MODERATE
RAJASTHAN,Udaipur,8641,6073,192,0,8940,118552,0,95310,84468,14906,307270,20.61246394,0.339277055,0.66071969,0.58507962,0.354918923,MODERATE
SIKKIM,East,215,153,2,0,406,5461,0,2428,3095,370,11390,30.70080863,0.248792907,0.751119305,0.484856466,0.314905265,MODERATE
SIKKIM,East Sikkim,184,136,19,0,349,3164,0,2607,1482,339,7602,22.35882353,0.388793897,0.611074576,0.537814021,0.361582973,MODERATE
SIKKIM,Mangan,0,2,1,0,0,67,0,0,0,3,67,16.75,0,0.985294118,0,0.115947436,LOW
SIKKIM,Namchi,3,7,14,0,6,276,0,0,5,24,287,11.48,0.020833333,0.975694444,0.017361111,0.122101511,LOW
SIKKIM,North,34,10,0,0,46,397,0,152,155,44,750,16.66666667,0.263648469,0.735019973,0.408788282,0.288693066,MODERATE
SIKKIM,North Sikkim,45,17,0,0,59,387,0,636,282,62,1364,21.65079365,0.509157509,0.49010989,0.672527473,0.427692992,MODERATE
SIKKIM,South,88,108,1,0,156,3583,0,1018,2032,197,6789,34.28787879,0.172901325,0.826951399,0.449189985,0.287133775,MODERATE
SIKKIM,South Sikkim,187,247,25,0,133,1276,0,1299,754,459,3462,7.526086957,0.413514294,0.586196939,0.592838579,0.366556746,MODERATE
SIKKIM,West,92,111,5,0,194,2359,0,1530,2054,208,6137,29.36363636,0.280873249,0.718963832,0.583903552,0.345271369,MODERATE
SIKKIM,West Sikkim,206,256,39,0,206,1815,0,2262,1029,501,5312,10.58167331,0.464520986,0.535290796,0.619424054,0.391241939,MODERATE
TAMIL NADU,Ariyalur,1927,405,80,0,4536,18815,0,31344,46129,2412,100824,41.78367178,0.355864121,0.644125961,0.768390776,0.421415098,MODERATE
TAMIL NADU,Chengalpattu,862,319,72,0,2251,19282,0,3965,2283,1253,27781,22.1539075,0.223741991,0.776222014,0.224893816,0.241505166,LOW
TAMIL NADU,Chennai,7686,2159,198,0,17927,130441,0,112681,120349,10043,381398,37.97272003,0.342444527,0.657552851,0.610987444,0.378868585,MODERATE
TAMIL NADU,Coimbatore,7139,1804,43,0,13326,104412,0,75352,144370,8986,337460,37.54979415,0.262779995,0.737217041,0.651103387,0.362603686,MODERATE
TAMIL NADU,Cuddalore,7493,1093,44,0,11218,70377,0,90307,77798,8630,249700,28.930599,0.406586277,0.593409718,0.673225177,0.403409499,MODERATE
TAMIL NADU,Dharmapuri,4840,851,48,0,7202,34178,0,67201,37657,5739,146238,25.47700348,0.508776729,0.491216433,0.717031708,0.441238459,MODERATE
TAMIL NADU,Dindigul,4678,1393,12,0,8508,49069,0,65029,121094,6083,243700,40.05588429,0.301750916,0.698244981,0.763735069,0.401920767,MODERATE
TAMIL NADU,Erode,4964,1045,8,0,7821,60588,0,64193,83302,6017,215904,35.87637089,0.333544846,0.666450522,0.683147681,0.389889774,MODERATE
TAMIL NADU,Kallakurichi,877,149,38,0,1585,9205,0,2550,2268,1064,15608,14.65539906,0.264911269,0.735024665,0.308668076,0.265201756,MODERATE
TAMIL NADU,Kancheepuram,9629,3354,67,0,19692,121601,0,120462,113457,13050,375212,28.74967435,0.373531834,0.626465501,0.623429892,0.382050521,MODERATE
TAMIL NADU,Kanchipuram,277,89,21,0,0,8,0,1,8,387,17,0.043814433,0.055555556,0.888888889,0.5,0.222318447,LOW
TAMIL NADU,Kanniyakumari,2139,135,1,0,6227,32451,0,27515,41917,2275,108110,47.5,0.312105151,0.687885599,0.64222882,0.385822939,MODERATE
TAMIL NADU,Kanyakumari,1896,92,17,0,4020,16676,0,21726,8022,2005,50444,25.14656032,0.510377639,0.489602537,0.589711567,0.413416093,MODERATE
TAMIL NADU,Karur,3362,654,3,0,3590,23754,0,27884,29923,4019,85151,21.1818408,0.369621383,0.630366873,0.678868377,0.385495473,MODERATE
TAMIL NADU,Krishnagiri,4157,910,8,0,9282,52627,0,73365,47438,5075,182712,35.99527187,0.452332346,0.547662181,0.661162588,0.421949253,MODERATE
TAMIL NADU,Madurai,8875,1024,39,0,15130,90922,0,100202,113596,9938,319850,32.18130597,0.360580395,0.639416478,0.668429988,0.39134759,MODERATE
TAMIL NADU,Mayiladuthurai,437,64,1,0,470,3132,0,3442,867,502,7911,15.72763419,0.494438827,0.505434783,0.544615774,0.389185891,MODERATE
TAMIL NADU,Nagapattinam,3315,732,0,0,3961,34068,0,35304,45373,4047,118706,29.32460474,0.330772406,0.66921917,0.679631361,0.381738966,MODERATE
TAMIL NADU,Namakkal,4257,606,9,0,9009,36807,0,47020,73971,4872,166807,34.23086394,0.335889166,0.664104839,0.725330919,0.398250904,MODERATE
TAMIL NADU,Namakkal   *,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LOW
TAMIL NADU,Perambalur,1898,232,0,0,3307,12354,0,25143,31894,2130,72698,34.11450023,0.391339633,0.608646611,0.784563749,0.428321345,MODERATE
TAMIL NADU,Pudukkottai,5339,1670,36,0,7347,44710,0,52246,78060,7045,182363,25.88177689,0.326780505,0.673214012,0.714537957,0.38475102,MODERATE
TAMIL NADU,Ramanathapuram,3318,644,43,0,5157,33134,0,45471,54948,4005,138710,34.62556166,0.364989078,0.635003713,0.723944028,0.407347358,MODERATE
TAMIL NADU,Ranipet,97,13,1,0,190,1200,0,423,214,111,2027,18.09821429,0.302268245,0.697238659,0.314102564,0.281343759,MODERATE
TAMIL NADU,Salem,8417,1608,224,0,15487,90884,0,118161,122483,10249,347015,33.85512195,0.385134979,0.614862139,0.693466584,0.406118293,MODERATE
TAMIL NADU,Sivaganga,3740,685,21,0,5391,28905,0,43566,51624,4446,129486,29.11760738,0.378084286,0.621907991,0.735131712,0.40838006,MODERATE
TAMIL NADU,Tenkasi,1150,118,0,0,1825,8195,0,7560,2643,1268,20223,15.93617021,0.464052611,0.535897943,0.504499604,0.37117577,MODERATE
TAMIL NADU,Thanjavur,5881,1471,20,0,11625,65210,0,71305,98262,7372,246402,33.41950359,0.336562461,0.663433481,0.688169381,0.389483261,MODERATE
TAMIL NADU,The Nilgiris,1279,430,5,0,2420,12853,0,22599,21505,1714,59377,34.62215743,0.421351342,0.578631816,0.742766681,0.428929203,MODERATE
TAMIL NADU,Theni,2908,563,2,0,4918,33858,0,38916,47806,3473,125498,36.12492804,0.349277683,0.650714348,0.691017458,0.396737266,MODERATE
TAMIL NADU,Thiruvallur,461,134,10,0,104,1719,0,939,1958,605,4720,7.788778878,0.22092777,0.778860411,0.613641178,0.311778087,MODERATE
TAMIL NADU,Thiruvarur,3346,816,3,0,5041,32739,0,36203,36596,4165,110579,26.54320691,0.372978839,0.627012118,0.658337855,0.387356758,MODERATE
TAMIL NADU,Thoothukkudi,4439,877,3,0,6827,37868,0,70728,69133,5319,184556,34.69097744,0.420222479,0.579772103,0.757820077,0.431958439,MODERATE
TAMIL NADU,Tiruchirappalli,8396,1531,5,0,11294,62387,0,71253,122317,9932,267251,26.90536595,0.308873273,0.691122985,0.724297667,0.382371402,MODERATE
TAMIL NADU,Tirunelveli,8303,1370,2,0,14714,65176,0,97249,117524,9675,294663,30.45297644,0.379968371,0.620028236,0.728874243,0.40891696,MODERATE
TAMIL NADU,Tirupathur,4,0,0,0,10,83,0,50,9,4,152,30.4,0.392156863,0.60130719,0.385620915,0.336524411,MODERATE
TAMIL NADU,Tirupattur,944,102,2,0,1189,8163,0,8965,3146,1048,21463,20.46043851,0.473071189,0.526882221,0.564247111,0.391603639,MODERATE
TAMIL NADU,Tiruppur,5078,1109,5,0,12574,73372,0,71207,77565,6192,234718,37.90053286,0.356941705,0.643054035,0.63383024,0.388305975,MODERATE
TAMIL NADU,Tiruvallur,8712,2665,58,0,18319,130089,0,125834,111959,11435,386201,33.77063659,0.373258036,0.626739375,0.615721824,0.385267341,MODERATE
TAMIL NADU,Tiruvannamalai,6556,677,33,0,9251,55967,0,82696,58759,7266,206673,28.43993395,0.444889052,0.555106109,0.684435391,0.417243174,MODERATE
TAMIL NADU,Tiruvarur,1,0,0,0,0,2,0,0,3,1,5,2.5,0,0.833333333,0.5,0.196367756,LOW
TAMIL NADU,Tuticorin,1,1,0,0,0,4,0,1,5,2,10,3.333333333,0.090909091,0.818181818,0.545454545,0.242965932,LOW
TAMIL NADU,Vellore,8271,1309,53,0,11895,77505,0,99121,92682,9633,281203,29.18860286,0.394788125,0.605208319,0.68207778,0.401959812,MODERATE
TAMIL NADU,Villupuram,5854,915,3,0,9988,29580,0,85898,35363,6772,160829,23.74560756,0.59619474,0.403799042,0.75397003,0.474698376,MODERATE
TAMIL NADU,Viluppuram,4341,781,0,0,2249,33539,0,22410,63056,5122,121254,23.66855358,0.20336481,0.796626943,0.704845161,0.342210964,MODERATE
TAMIL NADU,Virudhunagar,4769,627,11,0,8761,48681,0,59765,61529,5407,178736,33.05029586,0.383390121,0.616604285,0.678617186,0.401512791,MODERATE
TELANGANA,Adilabad,2517,467,3,0,6413,39597,0,44923,35360,2987,126293,42.2667336,0.406480118,0.593511964,0.635683405,0.40839349,MODERATE
TELANGANA,Bhadradri Kothagudem,2490,682,39,0,5559,28170,0,11882,9721,3211,55332,17.22665006,0.315200694,0.684781234,0.390418015,0.30130388,MODERATE
TELANGANA,Hanumakonda,916,109,5,0,1914,17061,0,1831,7186,1030,27992,27.15033948,0.133783446,0.866180831,0.322116243,0.239999223,LOW
TELANGANA,Hyderabad,19721,5600,669,0,31935,184522,0,133421,95120,25990,444998,17.12123427,0.371587352,0.628410401,0.513576435,0.345729715,MODERATE
TELANGANA,Jagitial,1488,98,9,0,1965,14334,0,6634,4111,1595,27044,16.94486216,0.317951562,0.682011462,0.397300795,0.303386191,MODERATE
TELANGANA,Jangaon,66,15,0,0,93,709,0,128,152,81,1082,13.19512195,0.204062789,0.79501385,0.25854109,0.233805713,LOW
TELANGANA,Jangoan,892,130,0,0,1561,15339,0,3951,3328,1022,24179,23.63538612,0.227956989,0.772001654,0.301033912,0.261020934,MODERATE
TELANGANA,Jayashankar Bhupalpally,670,173,4,0,1380,14881,0,2077,2491,847,20829,24.5625,0.165962554,0.833989438,0.219299088,0.224783434,LOW
TELANGANA,Jogulamba Gadwal,1543,299,2,0,6843,26733,0,6006,5324,1844,44906,24.33929539,0.286124658,0.713853074,0.252299196,0.269017735,MODERATE
TELANGANA,K.v. Rangareddy,13564,3681,164,0,31619,165711,0,122856,125725,17409,445911,25.61234922,0.346424855,0.653572902,0.557466496,0.356036848,MODERATE
TELANGANA,Kamareddy,1862,144,2,0,3541,20904,0,7963,7278,2008,39686,19.75410652,0.289868219,0.710106584,0.384030035,0.294571427,MODERATE
TELANGANA,Karimnagar,5115,686,7,0,9393,68602,0,68569,67307,5808,213871,36.81718024,0.364526446,0.635468879,0.635314581,0.389902337,MODERATE
TELANGANA,Khammam,2800,1079,9,0,8152,45656,0,44451,17719,3888,115978,29.82206223,0.453556247,0.54643513,0.536045319,0.388681707,MODERATE
TELANGANA,Komaram Bheem,917,189,0,0,3729,23729,0,4930,4747,1106,37135,33.54561879,0.23316997,0.766803102,0.260582723,0.263605051,MODERATE
TELANGANA,Mahabubabad,1249,253,1,0,2613,20797,0,5922,4258,1503,33590,22.3337766,0.254085916,0.745884314,0.303057367,0.268260728,MODERATE
TELANGANA,Mahabubnagar,7689,2463,16,0,22869,73557,0,104613,90436,10168,291475,28.66309372,0.437367056,0.562629513,0.669176879,0.411782548,MODERATE
TELANGANA,Mancherial,924,169,1,0,3062,24061,0,7258,5151,1094,39532,36.10228311,0.261047732,0.738926972,0.313889662,0.2864976,MODERATE
TELANGANA,Medak,6158,1379,7,0,8929,46040,0,66461,60205,7544,181635,24.07355865,0.415060891,0.584933603,0.697361756,0.406505802,MODERATE
TELANGANA,Medchal Malkajgiri,409,265,30,0,0,0,0,0,0,704,0,0,0,0,0,0,LOW
TELANGANA,Medchal-malkajgiri,3064,900,106,0,13782,71470,0,13800,16330,4070,115382,28.34242201,0.239047347,0.760943987,0.261130322,0.260369466,MODERATE
TELANGANA,Medchal?malkajgiri,1,1,0,0,89,261,0,490,366,2,1206,402,0.47970174,0.51946976,0.709196355,0.805082027,CRITICAL
TELANGANA,Medchal−malkajgiri,445,88,2,0,425,1252,0,3466,1147,535,6290,11.73507463,0.618502623,0.38133842,0.73326975,0.465087859,MODERATE
TELANGANA,Mulugu,700,233,4,0,1318,10380,0,2353,3034,937,17085,18.21428571,0.214854267,0.785087206,0.31528737,0.254701985,MODERATE
TELANGANA,Nagarkurnool,1077,282,2,0,2811,17359,0,7210,5244,1361,32624,23.95301028,0.307157088,0.692812261,0.381731801,0.303595952,MODERATE
TELANGANA,Nalgonda,5405,1246,10,0,10853,66588,0,80121,57868,6661,215430,32.337136,0.422288343,0.577707015,0.640525273,0.404471866,MODERATE
TELANGANA,Narayanpet,1082,224,4,0,2346,14386,0,2929,3358,1310,23019,17.5583524,0.229148566,0.770807993,0.273110339,0.249204574,LOW
TELANGANA,Nirmal,1292,106,3,0,4519,29327,0,6240,7084,1401,47170,33.64479315,0.228085052,0.771893748,0.282461682,0.266939621,MODERATE
TELANGANA,Nizamabad,5985,583,9,0,11080,55895,0,63114,54082,6577,184171,27.99802372,0.402851682,0.597142888,0.636339943,0.393217055,MODERATE
TELANGANA,Peddapalli,513,72,3,0,919,9008,0,2370,4057,588,16354,27.76570458,0.201100581,0.798838276,0.392968511,0.277023856,MODERATE
TELANGANA,Rajanna Sircilla,834,51,3,0,1426,9739,0,4367,3718,888,19250,21.65354331,0.300919433,0.699028622,0.419978183,0.30778216,MODERATE
TELANGANA,Ranga Reddy,181,93,10,0,0,0,0,0,0,284,0,0,0,0,0,0,LOW
TELANGANA,Rangareddy,237,61,2,0,734,4828,0,878,1908,300,8348,27.73421927,0.193077015,0.80680321,0.333692658,0.261472513,MODERATE
TELANGANA,Sangareddy,2224,468,11,0,6437,30851,0,14012,8067,2703,59367,21.95525148,0.344444819,0.655538337,0.371900687,0.310991907,MODERATE
TELANGANA,Siddipet,1701,174,1,0,4466,31495,0,10041,6168,1876,52170,27.79435269,0.278066359,0.721914474,0.310689847,0.282796832,MODERATE
TELANGANA,Suryapet,1743,297,2,0,4565,41224,0,9015,11078,2042,65882,32.24767499,0.206122976,0.793861846,0.30498004,0.263701117,MODERATE
TELANGANA,Vikarabad,2085,506,2,0,8873,51676,0,7987,6236,2593,74772,28.82498072,0.22548246,0.774504166,0.19021572,0.241061106,LOW
TELANGANA,Wanaparthy,1266,401,0,0,4167,21013,0,4693,5281,1667,35154,21.07553957,0.252026739,0.747944816,0.283714977,0.262119509,MODERATE
TELANGANA,Warangal,2462,490,0,0,5476,23625,0,54305,37305,2952,120711,40.8774128,0.495236596,0.50475512,0.758913778,0.461576999,MODERATE
TELANGANA,Warangal (urban),6,1,0,0,11,110,0,4,7,7,132,16.5,0.112781955,0.879699248,0.082706767,0.169518589,LOW
TELANGANA,Warangal Rural,660,70,2,0,1082,16618,0,3736,3433,732,24869,33.92769441,0.193727382,0.806232409,0.288258947,0.257857167,MODERATE
TELANGANA,Warangal Urban,585,72,6,0,1821,13757,0,4643,3940,663,24161,36.38704819,0.267527523,0.73243109,0.355227216,0.297872267,MODERATE
TELANGANA,Yadadri.,1380,205,1,0,3489,36383,0,6847,5827,1586,52546,33.11027095,0.196700097,0.803280872,0.241193598,0.247620199,LOW
TRIPURA,Dhalai,777,607,36,0,1334,14091,0,20943,14025,1420,50393,35.46305419,0.442056594,0.557923562,0.69389213,0.425431779,MODERATE
TRIPURA,Dhalai  *,28,4,0,0,14,378,0,197,450,32,1039,31.48484848,0.202884615,0.796153846,0.622115385,0.33155777,MODERATE
TRIPURA,Gomati,464,204,11,0,1461,8300,0,11757,2945,679,24463,35.975,0.54030412,0.459655003,0.600964683,0.43592683,MODERATE
TRIPURA,Khowai,196,99,44,0,514,2997,0,7029,2137,339,12677,37.28529412,0.594967661,0.404953463,0.722984698,0.48097222,MODERATE
TRIPURA,North Tripura,1046,416,26,0,1058,13873,0,23177,24321,1488,62429,41.92679651,0.388194778,0.611789204,0.760820119,0.429901575,MODERATE
TRIPURA,Sepahijala,1121,577,30,0,1094,14231,0,13756,5869,1728,34950,20.21399653,0.424880547,0.575090841,0.561500386,0.375837647,MODERATE
TRIPURA,South Tripura,1348,804,6,0,2536,28143,0,22883,34673,2158,88235,40.86845762,0.288079695,0.711908971,0.652296115,0.373999431,MODERATE
TRIPURA,Unakoti,433,179,27,0,499,3144,0,11699,4034,639,19376,30.275,0.629509212,0.37043918,0.811941993,0.504247718,HIGH
TRIPURA,West Tripura,1963,764,75,0,3281,41065,0,36094,56166,2802,136606,48.73564039,0.288235596,0.711757084,0.675368027,0.386947873,MODERATE
UTTAR PRADESH,Agra,16314,12691,905,0,18477,157476,0,152308,82740,29910,411001,13.7407977,0.415533258,0.584464309,0.571890161,0.368789478,MODERATE
UTTAR PRADESH,Aligarh,13830,11776,586,0,15788,170674,0,144160,55340,26192,385962,14.73531096,0.41441278,0.585584629,0.516888925,0.357341628,MODERATE
UTTAR PRADESH,Allahabad,7254,5946,49,0,18792,167503,0,177827,81083,13249,445205,33.60037736,0.441636007,0.558361747,0.581551012,0.398754803,MODERATE
UTTAR PRADESH,Ambedkar Nagar,3856,4096,50,0,8036,67720,0,53320,33900,8002,162976,20.36436336,0.376470299,0.623523565,0.535167539,0.35521419,MODERATE
UTTAR PRADESH,Amethi,3890,3251,56,0,7282,68998,0,57942,35329,7197,169551,23.55529314,0.384684345,0.615309757,0.550102623,0.364215234,MODERATE
UTTAR PRADESH,Amroha,5605,2476,61,0,7277,83025,0,64902,27770,8142,182974,22.47009702,0.394474655,0.60551988,0.506473562,0.356575691,MODERATE
UTTAR PRADESH,Auraiya,2169,1547,17,0,5621,46178,0,43638,19543,3733,114980,30.79271559,0.428409911,0.571581392,0.549490785,0.384818374,MODERATE
UTTAR PRADESH,Ayodhya,1027,634,32,0,1751,13526,0,3617,3774,1693,22668,13.38134593,0.236799153,0.763156734,0.326039966,0.259051877,MODERATE
UTTAR PRADESH,Azamgarh,6717,13577,279,0,17812,141977,0,95316,78082,20573,333187,16.19456596,0.339532036,0.660464963,0.520420904,0.336388509,MODERATE
