date,state_normalized,district_cleaned,age_0_5,age_5_17,age_18_greater
01-06-2025,BIHAR,Munger,117,279,10
01-06-2025,BIHAR,Muzaffarpur,1562,2080,140
01-06-2025,BIHAR,Nalanda,307,1153,37
01-06-2025,BIHAR,Pashchim Champaran,1969,4299,239
01-06-2025,BIHAR,Patna,320,1009,38
01-06-2025,BIHAR,Purbi Champaran,1549,4314,335
01-06-2025,BIHAR,Purnia,620,741,57
01-06-2025,BIHAR,Saharsa,319,487,20
01-06-2025,BIHAR,Saran,222,864,25
01-06-2025,BIHAR,Sitamarhi,2839,3126,511
01-06-2025,BIHAR,Siwan,185,298,21
01-06-2025,CHHATTISGARH,Bijapur,205,254,173
01-06-2025,CHHATTISGARH,Gaurella Pendra Marwahi,403,185,43
01-06-2025,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra And Nagar Haveli,188,49,12
01-06-2025,DELHI,Central Delhi,134,49,11
01-06-2025,DELHI,East Delhi,660,299,26
01-06-2025,DELHI,New Delhi,212,100,51
01-06-2025,DELHI,North Delhi,332,244,22
01-06-2025,DELHI,North East Delhi,998,569,10
01-06-2025,DELHI,North West Delhi,588,184,26
01-06-2025,DELHI,South Delhi,619,249,43
01-06-2025,DELHI,South West Delhi,202,90,29
01-06-2025,DELHI,West Delhi,1582,587,245
01-06-2025,GUJARAT,Ahmadabad,685,480,60
01-06-2025,GUJARAT,Anand,148,57,24
01-06-2025,GUJARAT,Banas Kantha,1459,1675,156
01-06-2025,GUJARAT,Bhavnagar,189,39,11
01-06-2025,GUJARAT,Botad,289,64,11
01-06-2025,GUJARAT,Chhotaudepur,97,34,10
01-06-2025,GUJARAT,Dang,222,72,70
01-06-2025,GUJARAT,Dohad,1162,1835,191
01-06-2025,GUJARAT,Gandhinagar,204,67,41
01-06-2025,GUJARAT,Kachchh,73,49,11
01-06-2025,GUJARAT,Mahisagar,106,37,18
01-06-2025,GUJARAT,Morbi,777,366,26
01-06-2025,GUJARAT,Patan,207,80,11
01-06-2025,GUJARAT,Porbandar,209,57,11
01-06-2025,GUJARAT,Rajkot,114,194,16
01-06-2025,GUJARAT,Vadodara,334,139,37
01-06-2025,HARYANA,Ambala,245,23,13
01-06-2025,HARYANA,Faridabad,1698,483,83
01-06-2025,HARYANA,Gurugram,534,207,81
01-06-2025,HARYANA,Hisar,350,46,10
01-06-2025,HARYANA,Kaithal,406,19,10
01-06-2025,HARYANA,Kurukshetra,72,10,11
01-06-2025,HARYANA,Nuh,1251,213,42
01-06-2025,HARYANA,Panipat,776,87,14
01-06-2025,HARYANA,Rohtak,420,56,52
01-06-2025,HARYANA,Sonipat,360,46,23
01-06-2025,JHARKHAND,Chatra,246,218,10
01-06-2025,JHARKHAND,Dumka,74,110,14
01-06-2025,JHARKHAND,Gumla,228,131,10
01-06-2025,JHARKHAND,Khunti,91,148,11
01-06-2025,JHARKHAND,Lohardaga,165,174,21
01-06-2025,JHARKHAND,Pakur,501,590,16
01-06-2025,JHARKHAND,Ranchi,259,273,34
01-06-2025,KARNATAKA,Bengaluru Rural,511,312,311
01-06-2025,KARNATAKA,Bengaluru Urban,5062,3223,1838
01-06-2025,KARNATAKA,Raichur,290,127,11
01-06-2025,KERALA,Ernakulam,70,58,11
01-06-2025,KERALA,Thrissur,15,22,10
01-06-2025,MADHYA PRADESH,Alirajpur,376,586,84
01-06-2025,MADHYA PRADESH,Ashoknagar,437,408,23
01-06-2025,MADHYA PRADESH,Barwani,1067,1106,60
01-06-2025,MADHYA PRADESH,Bhind,507,328,50
01-06-2025,MADHYA PRADESH,Bhopal,690,115,28
01-06-2025,MADHYA PRADESH,Burhanpur,1142,574,61
01-06-2025,MADHYA PRADESH,Chhatarpur,272,401,41
01-06-2025,MADHYA PRADESH,Dhar,892,570,65
01-06-2025,MADHYA PRADESH,Gwalior,1064,789,77
01-06-2025,MADHYA PRADESH,Indore,411,138,12
01-06-2025,MADHYA PRADESH,Jhabua,261,628,10
01-06-2025,MADHYA PRADESH,Katni,195,88,10
01-06-2025,MADHYA PRADESH,Khargone,242,258,26
01-06-2025,MADHYA PRADESH,Morena,1327,872,70
01-06-2025,MADHYA PRADESH,Sagar,131,53,17
01-06-2025,MADHYA PRADESH,Sheopur,368,430,11
01-06-2025,MADHYA PRADESH,Shivpuri,326,430,27
01-06-2025,MAHARASHTRA,Amravati,280,77,11
01-06-2025,MAHARASHTRA,Beed,659,294,46
01-06-2025,MAHARASHTRA,Buldhana,306,51,11
01-06-2025,MAHARASHTRA,Chandrapur,198,24,10
01-06-2025,MAHARASHTRA,Dhule,793,484,211
01-06-2025,MAHARASHTRA,Hingoli,261,62,14
01-06-2025,MAHARASHTRA,Latur,390,140,15
01-06-2025,MAHARASHTRA,Nanded,432,124,28
01-06-2025,MAHARASHTRA,Palghar,252,252,10
01-06-2025,MAHARASHTRA,Pune,142,83,11
01-06-2025,MAHARASHTRA,Sangli,240,105,11
01-06-2025,MAHARASHTRA,Satara,136,55,10
01-06-2025,MAHARASHTRA,Thane,2432,1767,222
01-06-2025,MANIPUR,Churachandpur,91,499,13
01-06-2025,MEGHALAYA,East Garo Hills,70,469,341
01-06-2025,MEGHALAYA,East Jaintia Hills,96,414,308
01-06-2025,MEGHALAYA,East Khasi Hills,287,1875,978
01-06-2025,MEGHALAYA,Ri Bhoi,69,398,316
01-06-2025,MEGHALAYA,South Garo Hills,42,197,312
01-06-2025,MEGHALAYA,South West Garo Hills,264,209,145
01-06-2025,MEGHALAYA,South West Khasi Hills,54,184,146
01-06-2025,MEGHALAYA,West Garo Hills,521,992,854
01-06-2025,MEGHALAYA,West Jaintia Hills,192,1017,634
01-06-2025,MEGHALAYA,West Khasi Hills,129,1296,752
01-06-2025,MIZORAM,Champhai,86,26,26
01-06-2025,MIZORAM,Lawngtlai,119,43,11
01-06-2025,NAGALAND,Dimapur,105,240,32
01-06-2025,NAGALAND,Mon,39,121,14
01-06-2025,NAGALAND,Peren,37,141,10
01-06-2025,PUNJAB,Hoshiarpur,234,59,20
01-06-2025,PUNJAB,Kapurthala,182,67,68
01-06-2025,PUNJAB,Ludhiana,1095,645,90
01-06-2025,PUNJAB,S.A.S Nagar,193,75,14
01-06-2025,RAJASTHAN,Alwar,670,240,13
01-06-2025,RAJASTHAN,Barmer,684,259,10
01-06-2025,RAJASTHAN,Bhilwara,430,117,20
01-06-2025,RAJASTHAN,Bikaner,721,539,33
01-06-2025,RAJASTHAN,Churu,253,269,13
01-06-2025,RAJASTHAN,Jaisalmer,46,74,14
01-06-2025,RAJASTHAN,Jodhpur,520,204,27
01-06-2025,RAJASTHAN,Nagaur,554,363,10
01-06-2025,RAJASTHAN,Sirohi,216,289,28
01-06-2025,TAMIL NADU,Kallakurichi,165,55,23
01-06-2025,TAMIL NADU,Kanchipuram,264,76,11
01-06-2025,TAMIL NADU,Madurai,62,14,12
01-06-2025,TAMIL NADU,Ramanathapuram,92,38,22
01-06-2025,TAMIL NADU,Salem,335,95,64
01-06-2025,TAMIL NADU,Sivaganga,70,13,10
01-06-2025,TAMIL NADU,Vellore,367,102,41
01-06-2025,TELANGANA,Hyderabad,690,479,49
01-06-2025,TELANGANA,Medchal Malkajgiri,159,119,20
01-06-2025,TRIPURA,Dhalai,60,87,20
01-06-2025,UTTAR PRADESH,Agra,1775,1860,154
01-06-2025,UTTAR PRADESH,Aligarh,1247,1291,97
01-06-2025,UTTAR PRADESH,Amroha,329,240,10
01-06-2025,UTTAR PRADESH,Ayodhya,38,32,12
01-06-2025,UTTAR PRADESH,Azamgarh,109,333,10
01-06-2025,UTTAR PRADESH,Baghpat,61,171,12
01-06-2025,UTTAR PRADESH,Bahraich,1183,2599,287
01-06-2025,UTTAR PRADESH,Balrampur,150,497,16
01-06-2025,UTTAR PRADESH,Banda,324,451,12
01-06-2025,UTTAR PRADESH,Bareilly,1242,1198,75
01-06-2025,UTTAR PRADESH,Budaun,210,353,12
01-06-2025,UTTAR PRADESH,Bulandshahr,166,297,14
01-06-2025,UTTAR PRADESH,Chandauli,138,314,15
01-06-2025,UTTAR PRADESH,Farrukhabad,73,102,11
01-06-2025,UTTAR PRADESH,Fatehpur,251,344,14
01-06-2025,UTTAR PRADESH,Firozabad,1568,809,21
01-06-2025,UTTAR PRADESH,Gautam Buddha Nagar,805,1017,87
01-06-2025,UTTAR PRADESH,Ghaziabad,1145,1293,42
01-06-2025,UTTAR PRADESH,Gorakhpur,213,572,41
01-06-2025,UTTAR PRADESH,Hardoi,1123,1368,44
01-06-2025,UTTAR PRADESH,Hathras,174,282,12
01-06-2025,UTTAR PRADESH,Jalaun,228,277,16
01-06-2025,UTTAR PRADESH,Kanpur Nagar,347,597,39
01-06-2025,UTTAR PRADESH,Kheri,358,491,33
01-06-2025,UTTAR PRADESH,Lucknow,81,123,19
01-06-2025,UTTAR PRADESH,Maharajganj,95,362,31
01-06-2025,UTTAR PRADESH,Mainpuri,327,443,13
01-06-2025,UTTAR PRADESH,Mathura,467,890,32
01-06-2025,UTTAR PRADESH,Meerut,79,168,10
01-06-2025,UTTAR PRADESH,Moradabad,1067,731,28
01-06-2025,UTTAR PRADESH,Pilibhit,1026,628,25
01-06-2025,UTTAR PRADESH,Rampur,694,751,21
01-06-2025,UTTAR PRADESH,Saharanpur,929,585,14
01-06-2025,UTTAR PRADESH,Shahjahanpur,736,918,55
01-06-2025,UTTAR PRADESH,Shravasti,326,564,49
01-06-2025,UTTAR PRADESH,Siddharth Nagar,103,278,12
01-06-2025,UTTAR PRADESH,Sitapur,998,1134,87
01-06-2025,UTTAR PRADESH,Sultanpur,130,223,10
01-06-2025,UTTAR PRADESH,Unnao,497,892,57
01-06-2025,UTTAR PRADESH,Varanasi,297,602,15
01-06-2025,UTTARAKHAND,Dehradun,160,80,54
01-06-2025,WEST BENGAL,24 Paraganas North,540,399,111
01-06-2025,WEST BENGAL,Alipurduar,207,352,74
01-06-2025,WEST BENGAL,Birbhum,139,65,17
01-06-2025,WEST BENGAL,Coochbehar,47,46,12
01-06-2025,WEST BENGAL,Darjeeling,203,316,166
01-06-2025,WEST BENGAL,Dinajpur Uttar,1295,1253,118
01-06-2025,WEST BENGAL,Jalpaiguri,74,176,65
01-06-2025,WEST BENGAL,Kolkata,221,328,87
01-06-2025,WEST BENGAL,Malda,115,127,10
01-06-2025,WEST BENGAL,Medinipur West,45,67,10
01-06-2025,WEST BENGAL,Nadia,280,176,72
01-06-2025,WEST BENGAL,Purba Bardhaman,28,18,12
01-07-2025,ANDHRA PRADESH,Prakasam,91,108,38
01-07-2025,ANDHRA PRADESH,Spsr Nellore,382,264,73
01-07-2025,ARUNACHAL PRADESH,Longding,46,322,33
01-07-2025,ARUNACHAL PRADESH,West Kameng,43,30,10
01-07-2025,ASSAM,Baksa,110,71,39
01-07-2025,ASSAM,Barpeta,3310,895,184
01-07-2025,ASSAM,Bongaigaon,236,51,16
01-07-2025,ASSAM,Cachar,4026,1357,490
01-07-2025,ASSAM,Chirang,893,364,52
01-07-2025,ASSAM,Darrang,190,56,11
01-07-2025,ASSAM,Dhemaji,1625,576,337
01-07-2025,ASSAM,Dhubri,774,306,27
01-07-2025,ASSAM,Dibrugarh,1455,488,541
01-07-2025,ASSAM,Dima Hasao,83,51,14
01-07-2025,ASSAM,Goalpara,2119,590,189
01-07-2025,ASSAM,Golaghat,1617,1002,850
01-07-2025,ASSAM,Hailakandi,683,287,46
01-07-2025,ASSAM,Hojai,1750,350,23
01-07-2025,ASSAM,Jorhat,633,323,415
01-07-2025,ASSAM,Kamrup,2813,736,255
01-07-2025,ASSAM,Kamrup Metro,259,168,82
01-07-2025,ASSAM,Karimganj,1931,1057,183
01-07-2025,ASSAM,Kokrajhar,284,173,119
01-07-2025,ASSAM,Lakhimpur,536,216,159
01-07-2025,ASSAM,Majuli,154,45,11
01-07-2025,ASSAM,Marigaon,1737,646,123
01-07-2025,ASSAM,Nagaon,1553,735,132
01-07-2025,ASSAM,Sivasagar,167,80,95
01-07-2025,ASSAM,Sonitpur,641,279,110
01-07-2025,ASSAM,Tinsukia,1074,827,606
01-07-2025,ASSAM,West Karbi Anglong,116,148,118
01-07-2025,BIHAR,Araria,166,108,14
01-07-2025,BIHAR,Arwal,60,432,13
01-07-2025,BIHAR,Banka,148,269,11
01-07-2025,BIHAR,Begusarai,377,372,13
01-07-2025,BIHAR,Bhagalpur,184,358,15
01-07-2025,BIHAR,Bhojpur,184,626,13
01-07-2025,BIHAR,Gaya,546,2601,65
01-07-2025,BIHAR,Gopalganj,882,1961,48
01-07-2025,BIHAR,Jehanabad,27,219,10
01-07-2025,BIHAR,Kaimur (Bhabua),264,420,10
01-07-2025,BIHAR,Lakhisarai,607,972,29
01-07-2025,BIHAR,Madhubani,858,1181,102
01-07-2025,BIHAR,Munger,241,445,13
01-07-2025,BIHAR,Muzaffarpur,892,1217,40
01-07-2025,BIHAR,Nalanda,434,1587,37
01-07-2025,BIHAR,Nawada,616,2933,123
01-07-2025,BIHAR,Pashchim Champaran,3018,6314,310
01-07-2025,BIHAR,Patna,508,1551,51
01-07-2025,BIHAR,Purbi Champaran,2391,5516,430
01-07-2025,BIHAR,Purnia,872,1017,35
01-07-2025,BIHAR,Saharsa,569,627,42
01-07-2025,BIHAR,Samastipur,513,488,13
01-07-2025,BIHAR,Saran,607,1872,52
01-07-2025,BIHAR,Sitamarhi,3852,4519,746
01-07-2025,BIHAR,Siwan,192,414,12
01-07-2025,CHHATTISGARH,Balrampur,1344,579,65
01-07-2025,CHHATTISGARH,Bijapur,802,346,243
01-07-2025,CHHATTISGARH,Bilaspur,1156,309,11
01-07-2025,CHHATTISGARH,Durg,385,94,16
01-07-2025,CHHATTISGARH,Gaurella Pendra Marwahi,220,105,27
01-07-2025,CHHATTISGARH,Raigarh,1318,181,23
01-07-2025,CHHATTISGARH,Sukma,151,178,34
01-07-2025,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra And Nagar Haveli,360,92,15
01-07-2025,DELHI,Central Delhi,773,328,51
01-07-2025,DELHI,East Delhi,1319,504,55
01-07-2025,DELHI,New Delhi,581,354,156
01-07-2025,DELHI,North Delhi,563,309,29
01-07-2025,DELHI,North East Delhi,2868,1583,31
01-07-2025,DELHI,North West Delhi,858,267,46
01-07-2025,DELHI,Shahdara,545,239,15
01-07-2025,DELHI,South Delhi,794,321,139
01-07-2025,DELHI,South West Delhi,468,207,29
01-07-2025,DELHI,West Delhi,3799,1364,189
01-07-2025,GOA,North Goa,21,10,11
01-07-2025,GUJARAT,Ahmadabad,2714,1590,180
01-07-2025,GUJARAT,Ahmedabad,397,389,36
01-07-2025,GUJARAT,Amreli,558,151,60
01-07-2025,GUJARAT,Anand,802,192,115
01-07-2025,GUJARAT,Arvalli,476,103,22
01-07-2025,GUJARAT,Banas Kantha,3990,4787,451
01-07-2025,GUJARAT,Bhavnagar,1614,403,127
01-07-2025,GUJARAT,Botad,800,246,44
01-07-2025,GUJARAT,Chhotaudepur,815,816,231
01-07-2025,GUJARAT,Dang,309,107,92
01-07-2025,GUJARAT,Devbhumi Dwarka,359,163,55
01-07-2025,GUJARAT,Dohad,2702,4861,438
01-07-2025,GUJARAT,Gandhinagar,322,96,129
01-07-2025,GUJARAT,Gir Somnath,1000,287,57
01-07-2025,GUJARAT,Jamnagar,764,195,55
01-07-2025,GUJARAT,Kachchh,870,944,115
01-07-2025,GUJARAT,Kheda,444,200,38
01-07-2025,GUJARAT,Mahesana,821,269,67
01-07-2025,GUJARAT,Mahisagar,369,162,33
01-07-2025,GUJARAT,Morbi,1789,825,215
01-07-2025,GUJARAT,Navsari,191,47,19
01-07-2025,GUJARAT,Panch Mahals,789,434,100
01-07-2025,GUJARAT,Patan,1741,1178,232
01-07-2025,GUJARAT,Porbandar,450,89,56
01-07-2025,GUJARAT,Rajkot,2567,1437,200
01-07-2025,GUJARAT,Sabar Kantha,951,1169,157
01-07-2025,GUJARAT,Surat,2694,1581,81
01-07-2025,GUJARAT,Surendra Nagar,250,172,21
01-07-2025,GUJARAT,Surendranagar,658,574,78
01-07-2025,GUJARAT,Vadodara,507,217,60
01-07-2025,GUJARAT,Valsad,581,261,30
01-07-2025,HARYANA,Faridabad,2678,733,54
01-07-2025,HARYANA,Gurugram,1252,399,113
01-07-2025,HARYANA,Panipat,1344,169,10
01-07-2025,HIMACHAL PRADESH,Kullu,57,24,33
01-07-2025,JAMMU AND KASHMIR,Doda,261,260,17
01-07-2025,JAMMU AND KASHMIR,Shopian,308,84,20
01-07-2025,JHARKHAND,Chatra,330,161,10
01-07-2025,JHARKHAND,Dhanbad,782,722,34
01-07-2025,JHARKHAND,Dumka,61,117,10
01-07-2025,JHARKHAND,East Singhbhum,180,100,13
01-07-2025,JHARKHAND,East Singhbum,848,546,53
01-07-2025,JHARKHAND,Giridih,871,921,27
01-07-2025,JHARKHAND,Gumla,383,286,23
01-07-2025,JHARKHAND,Khunti,146,196,14
01-07-2025,JHARKHAND,Pakur,994,1023,11
01-07-2025,JHARKHAND,Ranchi,792,682,121
01-07-2025,JHARKHAND,West Singhbhum,320,440,16
01-07-2025,KARNATAKA,Bengaluru Rural,927,417,310
01-07-2025,KARNATAKA,Bengaluru Urban,6740,3752,1727
01-07-2025,KARNATAKA,Bidar,107,52,10
01-07-2025,KARNATAKA,Mysuru,349,138,80
01-07-2025,KARNATAKA,Ramanagara,168,24,12
01-07-2025,KARNATAKA,Vijayapura,363,77,10
01-07-2025,KERALA,Ernakulam,87,111,26
01-07-2025,KERALA,Kannur,17,38,15
01-07-2025,KERALA,Thiruvananthapuram,54,67,59
01-07-2025,MADHYA PRADESH,Alirajpur,498,884,93
01-07-2025,MADHYA PRADESH,Ashoknagar,1157,915,71
01-07-2025,MADHYA PRADESH,Balaghat,288,40,10
01-07-2025,MADHYA PRADESH,Barwani,3561,3348,310
01-07-2025,MADHYA PRADESH,Betul,713,212,43
01-07-2025,MADHYA PRADESH,Bhind,2108,1743,204
01-07-2025,MADHYA PRADESH,Bhopal,918,198,17
01-07-2025,MADHYA PRADESH,Burhanpur,1706,1124,146
01-07-2025,MADHYA PRADESH,Chhatarpur,1628,1844,114
01-07-2025,MADHYA PRADESH,Datia,435,384,20
01-07-2025,MADHYA PRADESH,Dewas,544,292,13
01-07-2025,MADHYA PRADESH,Dhar,518,380,24
01-07-2025,MADHYA PRADESH,East Nimar,189,254,15
01-07-2025,MADHYA PRADESH,Guna,637,423,12
01-07-2025,MADHYA PRADESH,Gwalior,2413,1821,175
01-07-2025,MADHYA PRADESH,Hoshangabad,179,90,12
01-07-2025,MADHYA PRADESH,Indore,3340,1547,107
01-07-2025,MADHYA PRADESH,Jabalpur,361,87,14
01-07-2025,MADHYA PRADESH,Jhabua,908,1760,93
01-07-2025,MADHYA PRADESH,Katni,441,264,12
01-07-2025,MADHYA PRADESH,Khandwa,586,233,12
01-07-2025,MADHYA PRADESH,Khargone,2569,1929,226
01-07-2025,MADHYA PRADESH,Morena,3228,2669,176
01-07-2025,MADHYA PRADESH,Narsinghpur,312,189,13
01-07-2025,MADHYA PRADESH,Panna,301,173,13
01-07-2025,MADHYA PRADESH,Sagar,1201,320,51
01-07-2025,MADHYA PRADESH,Satna,488,121,20
01-07-2025,MADHYA PRADESH,Sehore,1151,496,26
01-07-2025,MADHYA PRADESH,Sheopur,757,969,27
01-07-2025,MADHYA PRADESH,Shivpuri,617,705,42
01-07-2025,MADHYA PRADESH,Vidisha,1227,626,58
01-07-2025,MAHARASHTRA,Ahmednagar,182,158,28
01-07-2025,MAHARASHTRA,Akola,390,205,42
01-07-2025,MAHARASHTRA,Amravati,523,148,13
01-07-2025,MAHARASHTRA,Aurangabad,2262,1549,24
01-07-2025,MAHARASHTRA,Beed,1472,739,72
01-07-2025,MAHARASHTRA,Buldhana,1103,276,83
01-07-2025,MAHARASHTRA,Chandrapur,306,86,11
01-07-2025,MAHARASHTRA,Dhule,1410,1107,127
01-07-2025,MAHARASHTRA,Hingoli,2245,649,112
01-07-2025,MAHARASHTRA,Jalgaon,1065,343,55
01-07-2025,MAHARASHTRA,Latur,566,225,28
01-07-2025,MAHARASHTRA,Mumbai,537,344,50
01-07-2025,MAHARASHTRA,Mumbai Suburban,3187,2177,207
01-07-2025,MAHARASHTRA,Nagpur,904,225,37
01-07-2025,MAHARASHTRA,Nanded,1295,462,46
01-07-2025,MAHARASHTRA,Nandurbar,2031,994,75
01-07-2025,MAHARASHTRA,Nashik,2729,1775,111
01-07-2025,MAHARASHTRA,Osmanabad,275,105,10
01-07-2025,MAHARASHTRA,Palghar,584,607,26
01-07-2025,MAHARASHTRA,Pune,3645,1552,291
01-07-2025,MAHARASHTRA,Raigad,845,296,25
01-07-2025,MAHARASHTRA,Sangli,958,588,48
01-07-2025,MAHARASHTRA,Satara,327,116,16
01-07-2025,MAHARASHTRA,Solapur,355,172,34
01-07-2025,MAHARASHTRA,Thane,4036,3165,142
01-07-2025,MAHARASHTRA,Washim,378,68,11
01-07-2025,MAHARASHTRA,Yavatmal,858,405,39
01-07-2025,MANIPUR,Churachandpur,348,1265,13
01-07-2025,MEGHALAYA,East Garo Hills,73,606,387
01-07-2025,MEGHALAYA,East Jaintia Hills,200,571,516
01-07-2025,MEGHALAYA,East Khasi Hills,756,3426,2404
01-07-2025,MEGHALAYA,Kamrup,13,71,59
01-07-2025,MEGHALAYA,North Garo Hills,22,97,125
01-07-2025,MEGHALAYA,Ri Bhoi,318,1160,946
01-07-2025,MEGHALAYA,South Garo Hills,44,206,236
01-07-2025,MEGHALAYA,South West Garo Hills,370,272,173
01-07-2025,MEGHALAYA,South West Khasi Hills,137,283,326
01-07-2025,MEGHALAYA,West Garo Hills,893,1870,1534
01-07-2025,MEGHALAYA,West Jaintia Hills,224,1089,883
01-07-2025,MEGHALAYA,West Khasi Hills,442,1998,1179
01-07-2025,MIZORAM,Champhai,95,57,20
01-07-2025,MIZORAM,Kolasib,44,21,20
01-07-2025,MIZORAM,Lawngtlai,240,59,31
01-07-2025,MIZORAM,Lunglei,83,32,20
01-07-2025,MIZORAM,Saiha,87,48,18
01-07-2025,NAGALAND,Dimapur,246,456,82
01-07-2025,NAGALAND,Kiphire,46,233,26
01-07-2025,NAGALAND,Kohima,74,154,11
01-07-2025,NAGALAND,Longleng,47,284,20
01-07-2025,NAGALAND,Mokokchung,73,134,13
01-07-2025,NAGALAND,Mon,258,676,69
01-07-2025,NAGALAND,Peren,36,105,18
01-07-2025,NAGALAND,Tuensang,96,385,30
01-07-2025,NAGALAND,Wokha,40,191,17
01-07-2025,NAGALAND,Zunheboto,48,277,24
01-07-2025,ODISHA,Khordha,37,37,13
01-07-2025,ODISHA,Nabarangpur,327,103,12
01-07-2025,PUNJAB,Amritsar,1293,400,24
01-07-2025,PUNJAB,Gurdaspur,549,99,10
01-07-2025,PUNJAB,Hoshiarpur,277,66,22
01-07-2025,PUNJAB,Kapurthala,324,74,177
01-07-2025,PUNJAB,Ludhiana,2012,1133,221
01-07-2025,PUNJAB,Patiala,766,237,18
01-07-2025,PUNJAB,S.A.S Nagar,300,89,34
01-07-2025,PUNJAB,Tarn Taran,341,34,11
01-07-2025,RAJASTHAN,Ajmer,673,241,18
01-07-2025,RAJASTHAN,Alwar,1837,879,41
01-07-2025,RAJASTHAN,Baran,336,91,10
01-07-2025,RAJASTHAN,Bharatpur,1219,758,21
01-07-2025,RAJASTHAN,Bhilwara,477,332,22
01-07-2025,RAJASTHAN,Bikaner,763,452,30
01-07-2025,RAJASTHAN,Bundi,121,85,17
01-07-2025,RAJASTHAN,Chittorgarh,835,701,40
01-07-2025,RAJASTHAN,Churu,1072,1028,50
01-07-2025,RAJASTHAN,Dholpur,467,247,13
01-07-2025,RAJASTHAN,Hanumangarh,456,284,11
01-07-2025,RAJASTHAN,Jaipur,2242,1110,86
01-07-2025,RAJASTHAN,Jalore,296,181,13
01-07-2025,RAJASTHAN,Jodhpur,1722,828,66
01-07-2025,RAJASTHAN,Karauli,612,323,11
01-07-2025,RAJASTHAN,Nagaur,870,660,21
01-07-2025,RAJASTHAN,Sawai Madhopur,593,307,10
01-07-2025,RAJASTHAN,Sikar,461,178,11
01-07-2025,RAJASTHAN,Sirohi,1174,1471,72
01-07-2025,RAJASTHAN,Tonk,635,332,19
01-07-2025,RAJASTHAN,Udaipur,511,323,21
01-07-2025,SIKKIM,South Sikkim,100,147,13
01-07-2025,SIKKIM,West Sikkim,48,108,15
01-07-2025,TAMIL NADU,Chengalpattu,138,62,26
01-07-2025,TAMIL NADU,Chennai,231,136,33
01-07-2025,TAMIL NADU,Thiruvallur,261,75,10
01-07-2025,TELANGANA,Bhadradri Kothagudem,507,109,23
01-07-2025,TELANGANA,Hyderabad,5199,1820,233
01-07-2025,TELANGANA,Medchal Malkajgiri,250,146,10
01-07-2025,TELANGANA,Ranga Reddy,181,93,10
01-07-2025,TRIPURA,Gomati,69,45,10
01-07-2025,TRIPURA,North Tripura,124,75,17
01-07-2025,TRIPURA,Sepahijala,166,144,15
01-07-2025,UTTAR PRADESH,Agra,2371,2123,75
01-07-2025,UTTAR PRADESH,Aligarh,3024,3256,128
01-07-2025,UTTAR PRADESH,Ayodhya,262,324,17
01-07-2025,UTTAR PRADESH,Azamgarh,1034,2456,77
01-07-2025,UTTAR PRADESH,Baghpat,118,280,15
01-07-2025,UTTAR PRADESH,Bahraich,3919,6096,532
01-07-2025,UTTAR PRADESH,Balrampur,500,1822,58
01-07-2025,UTTAR PRADESH,Banda,401,753,11
01-07-2025,UTTAR PRADESH,Barabanki,1040,692,52
01-07-2025,UTTAR PRADESH,Bareilly,1671,1356,45
01-07-2025,UTTAR PRADESH,Budaun,1617,1656,53
01-07-2025,UTTAR PRADESH,Bulandshahr,604,749,11
01-07-2025,UTTAR PRADESH,Chandauli,609,949,47
01-07-2025,UTTAR PRADESH,Deoria,130,240,11
01-07-2025,UTTAR PRADESH,Etah,2059,1625,48
01-07-2025,UTTAR PRADESH,Etawah,551,456,16
01-07-2025,UTTAR PRADESH,Fatehpur,1271,1283,86
01-07-2025,UTTAR PRADESH,Firozabad,1940,1040,10
01-07-2025,UTTAR PRADESH,Gautam Buddha Nagar,1392,1633,150
01-07-2025,UTTAR PRADESH,Ghaziabad,1776,1881,59
01-07-2025,UTTAR PRADESH,Gonda,1120,1506,96
01-07-2025,UTTAR PRADESH,Gorakhpur,1187,2262,130
01-07-2025,UTTAR PRADESH,Hapur,1010,770,11
01-07-2025,UTTAR PRADESH,Hardoi,4089,4330,75
01-07-2025,UTTAR PRADESH,Jaunpur,262,766,38
01-07-2025,UTTAR PRADESH,Jhansi,78,76,13
01-07-2025,UTTAR PRADESH,Kannauj,425,628,29
01-07-2025,UTTAR PRADESH,Kanpur Dehat,803,1060,48
01-07-2025,UTTAR PRADESH,Kanpur Nagar,1289,1946,85
01-07-2025,UTTAR PRADESH,Kasganj,1047,1168,33
01-07-2025,UTTAR PRADESH,Kaushambi,583,509,21
01-07-2025,UTTAR PRADESH,Kheri,2068,2463,98
01-07-2025,UTTAR PRADESH,Kushi Nagar,779,777,14
01-07-2025,UTTAR PRADESH,Lucknow,1340,1322,88
01-07-2025,UTTAR PRADESH,Maharajganj,1186,2920,103
01-07-2025,UTTAR PRADESH,Mainpuri,958,1349,56
01-07-2025,UTTAR PRADESH,Mathura,133,151,10
01-07-2025,UTTAR PRADESH,Meerut,2293,1831,60
01-07-2025,UTTAR PRADESH,Moradabad,2722,1295,34
01-07-2025,UTTAR PRADESH,Muzaffarnagar,1025,604,32
01-07-2025,UTTAR PRADESH,Pilibhit,1622,1108,36
01-07-2025,UTTAR PRADESH,Prayagraj,503,540,23
01-07-2025,UTTAR PRADESH,Rampur,3375,2652,127
01-07-2025,UTTAR PRADESH,Saharanpur,2054,852,14
